Date,OG/CV,Product,Size,Volume?,Price,Location,Concat,Date2,volume_num,volume_unit,volume_standard,VendorClean,ProductClean
1/30/2025,0,Slicer Cucumber,24's,22p,$5.00 ,Texas,45687Slicer Cucumber24's,177.0,22,pallet,pallet,sl,Slicer Cucumber
1/30/2025,0,Round Tomato,6x6,5P,$8.95 ,Texas,45687Round Tomato6x6,177.0,5,pallet,pallet,Kingdom,Round Tomato
1/30/2025,1,Roma Tomato,XL,440cs,$11.95 ,Nogales,45687Roma TomatoXL,177.0,440,case,case,Wholesum,Roma Tomato- XL
1/30/2025,0,Roma Tomato,XL,5P,$8.30 ,Texas,45687Roma TomatoXL,177.0,5,pallet,pallet,Kingdom,Roma Tomato- XL
1/30/2025,1,Roma Tomato,Med,519cs,$11.95 ,Nogales,45687Roma TomatoMed,177.0,519,case,case,Wholesum,Roma Tomato- XL
1/30/2025,0,Roma Tomato,Med,3P,$8.30 ,Texas,45687Roma TomatoMed,177.0,3,pallet,pallet,Kingdom,Roma Tomato- XL
1/30/2025,1,Roma Tomato,Lg,314cs,$11.95 ,Nogales,45687Roma TomatoLg,177.0,314,case,case,Wholesum,Roma Tomato- XL
1/30/2025,0,Roma Tomato,Lg,5P,$8.30 ,Texas,45687Roma TomatoLg,177.0,5,pallet,pallet,Kingdom,Roma Tomato- XL
1/30/2025,1,Roma Tomato,Jbo,652cs,$11.95 ,Nogales,45687Roma TomatoJbo,177.0,652,case,case,Wholesum,Roma Tomato- XL
1/30/2025,0,Roma Tomato,Jbo,7P,$8.30 ,Texas,45687Roma TomatoJbo,177.0,7,pallet,pallet,Kingdom,Roma Tomato- XL
1/30/2025,0,Red Bell Pepper 25lb,XL,3P,$16.25 ,Texas,45687Red Bell Pepper 25lbXL,177.0,3,pallet,pallet,Harvest Best LLC,Red Bell Pepper 25lb
1/30/2025,1,Red Bell Pepper 11lb,Jbo,12P,$8.95 ,Nogales,45687Red Bell Pepper 11lbJbo,177.0,12,pallet,pallet,Agriferg,Red Bell Pepper 11lb
1/30/2025,0,Red Bell Pepper 11lb,Jbo,700cs,$9.00 ,Texas,45687Red Bell Pepper 11lbJbo,177.0,700,case,case,Red Sun,Red Bell Pepper 11lb
1/30/2025,0,Pineapple,6ct,20p.  ,$13.50 ,Texas,45687Pineapple6ct,177.0,20,pallet,pallet,Tabafresh,Pineapple
1/30/2025,0,Pineapple,5ct,20p.  ,$13.75 ,Texas,45687Pineapple5ct,177.0,20,pallet,pallet,Tabafresh,Pineapple
1/30/2025,0,Persian Lime,230ct,5p,$27.00 ,Texas,45687Persian Lime230ct,177.0,5,pallet,pallet,Cardela,Persian Limes
1/30/2025,0,Persian Lime,200ct,5p,$29.00 ,Texas,45687Persian Lime200ct,177.0,5,pallet,pallet,Cardela,Persian Limes
1/30/2025,0,Persian Lime,175ct,5p,$29.00 ,Texas,45687Persian Lime175ct,177.0,5,pallet,pallet,Cardela,Persian Limes
1/30/2025,0,Persian Lime,150ct,5p,$28.00 ,Texas,45687Persian Lime150ct,177.0,5,pallet,pallet,Cardela,Persian Limes
1/30/2025,0,Persian Lime,110ct,5p,$27.00 ,Texas,45687Persian Lime110ct,177.0,5,pallet,pallet,Cardela,Persian Limes
1/30/2025,0,Persian Cucumber,Xfancy,5p,$26.95 ,Nogales,45687Persian CucumberXfancy,177.0,5,pallet,pallet,TRICAR,Persian Cucumber Choice
1/30/2025,0,Persian Cucumber,Med,5p,$24.95 ,Nogales,45687Persian CucumberMed,177.0,5,pallet,pallet,TRICAR,Persian Cucumber Choice
1/30/2025,0,Persian Cucumber,Fancy,10p,$26.95 ,Nogales,45687Persian CucumberFancy,177.0,10,pallet,pallet,TRICAR,Persian Cucumber Choice
1/30/2025,0,Orange Bell Pepper 25lb,XL,3P,$8.25 ,Texas,45687Orange Bell Pepper 25lbXL,177.0,3,pallet,pallet,Harvest Best LLC,Orange Bell Peppers XXLG
1/30/2025,1,Orange Bell Pepper 25lb,CH,2P,$10.00 ,Nogales,45687Orange Bell Pepper 25lbCH,177.0,2,pallet,pallet,Agriferg,Orange Bell Peppers XXLG
1/30/2025,0,Orange Bell Pepper 11lb,Jbo,600cs,$9.00 ,Texas,45687Orange Bell Pepper 11lbJbo,177.0,600,case,case,Red Sun,Orange Bell Peppers XXLG
1/30/2025,0,Mini Watermelons,9ct,4P,$10.00 ,Nogales,45687Mini Watermelons9ct,177.0,4,pallet,pallet,EarthBlend LLC,Mini Watermelon Seeded
1/30/2025,0,Mini Watermelons,8ct,4P,$12.00 ,Nogales,45687Mini Watermelons8ct,177.0,4,pallet,pallet,EarthBlend LLC,Mini Watermelon Seeded
1/30/2025,0,Mini Sweets,12X1,30P (For Monday),$6.50 ,Nogales,45687Mini Sweets12X1,177.0,30,pallet,pallet,Nature Sweet,Mini Sweets
1/30/2025,0,Medley Tomato,12X1,960cs,$7.00 ,Texas,45687Medley Tomato12X1,177.0,960,case,case,Red Sun,Medley Tomatoes
1/30/2025,0,Jalapeño,XL,15P,$7.00 ,Nogales,45687JalapeñoXL,177.0,15,pallet,pallet,Agriferg,Jalapeño
1/30/2025,1,Heirloom,10 lb,20P,$8.00 ,Nogales,45687Heirloom10 lb,177.0,20,pallet,pallet,Covili,Heirloom
1/30/2025,0,Green Bell Pepper,XL,4P,$10.95 ,Nogales,45687Green Bell PepperXL,177.0,4,pallet,pallet,Agriferg,Green Bell Pepper
1/30/2025,0,Green Bell Pepper,Med,2P,$6.95 ,Nogales,45687Green Bell PepperMed,177.0,2,pallet,pallet,Agriferg,Green Bell Pepper
1/30/2025,0,Green Bell Pepper,Lg,1P,$8.95 ,Nogales,45687Green Bell PepperLg,177.0,1,pallet,pallet,Agriferg,Green Bell Pepper
1/30/2025,0,Green Bell Pepper,Jbo,6P,$10.95 ,Nogales,45687Green Bell PepperJbo,177.0,6,pallet,pallet,Agriferg,Green Bell Pepper
1/30/2025,0,Green Bell Pepper,CH,14P,$5.00 ,Nogales,45687Green Bell PepperCH,177.0,14,pallet,pallet,Agriferg,Green Bell Pepper
1/30/2025,1,Green Bell Pepper,CH,10P,PAS,Nogales,45687Green Bell PepperCH,177.0,10,pallet,pallet,Agriferg,Green Bell Pepper
1/30/2025,0,Gray Squash,Xfancy,2p,$12.00 ,Texas,45687Gray SquashXfancy,177.0,2,pallet,pallet,sl,Grey Squash
1/30/2025,0,Gray Squash,Med,6p,$12.00 ,Nogales,45687Gray SquashMed,177.0,6,pallet,pallet,SL,Grey Squash
1/30/2025,0,Gray Squash,med,15p,$12.00 ,Texas,45687Gray Squashmed,177.0,15,pallet,pallet,sl,Grey Squash
1/30/2025,0,Gray Squash,Fancy,8p,$16.95 ,Nogales,45687Gray SquashFancy,177.0,8,pallet,pallet,IPR Fresh,Grey Squash
1/30/2025,0,Gray Squash,Fancy,1p,$12.00 ,Texas,45687Gray SquashFancy,177.0,1,pallet,pallet,sl,Grey Squash
1/30/2025,1,Grape,Bulk,5P,$16.95 ,Texas,45687GrapeBulk,177.0,5,pallet,pallet,Franks,Grape
1/30/2025,1,Grape,12X1,12P,$8.00 ,Texas,45687Grape12X1,177.0,12,pallet,pallet,Franks,Grape
1/30/2025,1,Grape Tomato,12X1,449cs,$8.95 ,Nogales,45687Grape Tomato12X1,177.0,449,case,case,Wholesum,Grape Tomato
1/30/2025,0,European Cucumber,Lg,10p,$2.95 ,Nogales,45687European CucumberLg,177.0,10,pallet,pallet,Farmers Best,Euro Cucumber
1/30/2025,0,European Cucumber,Lg,10p,$2.95 ,Texas,45687European CucumberLg,177.0,10,pallet,pallet,Farmers Best,Euro Cucumber
1/30/2025,0,European Cucumber,12 Med,16p,$2.00 ,Nogales,45687European Cucumber12 Med,177.0,16,pallet,pallet,Delta,Euro Cucumber
1/30/2025,0,European Cucumber,12 Med,15p,$1.95 ,Nogales,45687European Cucumber12 Med,177.0,15,pallet,pallet,Farmers Best,Euro Cucumber
1/30/2025,0,European Cucumber,12 Med,15p,$1.95 ,Texas,45687European Cucumber12 Med,177.0,15,pallet,pallet,Farmers Best,Euro Cucumber
1/30/2025,0,Celery ,24's,5P,$14.00 ,Texas,45687Celery 24's,177.0,5,pallet,pallet,Harvest Best LLC,Celery 
1/30/2025,0,Broccoli,,3P,$7.25 ,Texas,45687Broccoli,177.0,3,pallet,pallet,Harvest Best LLC,Broccoli
1/30/2025,0,Beef Steak Tomato,30-32ct,1700cs,$8.00 ,Texas,45687Beef Steak Tomato30-32ct,177.0,1700,case,case,Red Sun,Beef Steak Tomato
1/30/2025,1,Beef Steak Tomato,25ct,3P,$22.00 ,Nogales,45687Beef Steak Tomato25ct,177.0,3,pallet,pallet,TPE,Beef Steak Tomato
1/30/2025,0,Beef Steak Tomato,22-28ct,700cs,$8.00 ,Texas,45687Beef Steak Tomato22-28ct,177.0,700,case,case,Red Sun,Beef Steak Tomato
1/30/2025,0,Beef Steak Tomato,14-20ct,100cs,$8.00 ,Texas,45687Beef Steak Tomato14-20ct,177.0,100,case,case,Red Sun,Beef Steak Tomato
1/30/2025,0,Avocado,#60,3P,$54.00 ,Texas,45687Avocado#60,177.0,3,pallet,pallet,"Sweet Seasons, LLC.",Avocado
1/30/2025,0,Avocado,#48,3P,$65.00 ,Texas,45687Avocado#48,177.0,3,pallet,pallet,"Sweet Seasons, LLC.",Avocado
1/30/2025,0,Avocado,#40,5P,$69.00 ,Texas,45687Avocado#40,177.0,5,pallet,pallet,"Sweet Seasons, LLC.",Avocado
1/31/2025,0,Zucchini Squash,Xfancy,4p,$8.00 ,Nogales,45688Zucchini SquashXfancy,176.0,4,pallet,pallet,EarthBlend LLC,Zucchini Squash
1/31/2025,1,Zucchini Squash,Xfancy,6p,$18.95 ,Nogales,45688Zucchini SquashXfancy,176.0,6,pallet,pallet,Wholesum,Zucchini Squash
1/31/2025,0,Zucchini Squash,Med,20p,$6.00 ,Nogales,45688Zucchini SquashMed,176.0,20,pallet,pallet,Fresh Farms,Zucchini Squash
1/31/2025,1,Zucchini Squash,Med,9p,$20.95 ,Nogales,45688Zucchini SquashMed,176.0,9,pallet,pallet,Wholesum,Zucchini Squash
1/31/2025,0,Zucchini Squash,Med,5p,$12.00 ,Texas,45688Zucchini SquashMed,176.0,5,pallet,pallet,sl,Zucchini Squash
1/31/2025,0,Zucchini Squash,Fancy,20p,$8.00 ,Nogales,45688Zucchini SquashFancy,176.0,20,pallet,pallet,Fresh Farms,Zucchini Squash
1/31/2025,0,Zucchini Squash,Fancy,5p,$12.00 ,Texas,45688Zucchini SquashFancy,176.0,5,pallet,pallet,sl,Zucchini Squash
1/31/2025,0,Zucchini Squash,Fancy,20p #2,$7.95 ,Texas,45688Zucchini SquashFancy,176.0,20,pallet,pallet,sl,Zucchini Squash
1/31/2025,0,Yellow Squash,Xfancy,1p,$18.00 ,Nogales,45688Yellow SquashXfancy,176.0,1,pallet,pallet,SL,Yellow Squash
1/31/2025,0,Yellow Squash,med,15p,$18.00 ,Nogales,45688Yellow Squashmed,176.0,15,pallet,pallet,SL,Yellow Squash
1/31/2025,0,Yellow Squash,Lg,10p,$8.95 ,Nogales,45688Yellow SquashLg,176.0,10,pallet,pallet,SL,Yellow Squash
1/31/2025,0,Yellow Squash,Fancy,6p,$18.00 ,Nogales,45688Yellow SquashFancy,176.0,6,pallet,pallet,SL,Yellow Squash
1/31/2025,0,Yellow Bell Pepper 25lb,XL,3P,$16.25 ,Texas,45688Yellow Bell Pepper 25lbXL,176.0,3,pallet,pallet,Harvest Best LLC,Yellow Bell Peppers XXXL
1/31/2025,1,Yellow Bell Pepper 25lb,Lg,2P,$10.95 ,Nogales,45688Yellow Bell Pepper 25lbLg,176.0,2,pallet,pallet,Agriferg,Yellow Bell Peppers XXXL
1/31/2025,0,Yellow Bell Pepper 11lb,XL,300cs,$9.00 ,Texas,45688Yellow Bell Pepper 11lbXL,176.0,300,case,case,Red Sun,Yellow Bell Peppers XXXL
1/31/2025,1,Yellow Bell Pepper 11lb,Jbo,3P,$8.95 ,Nogales,45688Yellow Bell Pepper 11lbJbo,176.0,3,pallet,pallet,Agriferg,Yellow Bell Peppers XXXL
1/31/2025,0,Watermelons,6ct,4P,$18.00 ,Nogales,45688Watermelons6ct,176.0,4,pallet,pallet,EarthBlend LLC,Watermelon Seed
1/31/2025,0,Watermelons,60ct,45P,$160.00 ,Nogales,45688Watermelons60ct,176.0,45,pallet,pallet,Agriferg,Watermelon Seed
1/31/2025,0,Watermelons,45ct,18P,$190.00 ,Nogales,45688Watermelons45ct,176.0,18,pallet,pallet,Agriferg,Watermelon Seed
1/31/2025,1,TOV,4 - 5,4P (Have to take with romas),$24.95 ,Nogales,45688TOV4 - 5,176.0,4,pallet,pallet,Wholesum,TOV
1/31/2025,0,Slicer Cucumber,SS,10p,$11.95 ,Nogales,45688Slicer CucumberSS,176.0,10,pallet,pallet,Splendid,Slicer Cucumber
1/31/2025,0,Slicer Cucumber,Small,6p,$8.00 ,Texas,45688Slicer CucumberSmall,176.0,6,pallet,pallet,sl,Slicer Cucumber
1/31/2025,0,Slicer Cucumber,Selecto,10p,$9.95 ,Nogales,45688Slicer CucumberSelecto,176.0,10,pallet,pallet,Splendid,Slicer Cucumber
1/31/2025,0,Slicer Cucumber,Selecto,12p,$12.95 ,Texas,45688Slicer CucumberSelecto,176.0,12,pallet,pallet,sl,Slicer Cucumber
1/31/2025,1,Slicer Cucumber,42's,10p,$10.95 ,Nogales,45688Slicer Cucumber42's,176.0,10,pallet,pallet,Giumarra,Slicer Cucumber
1/31/2025,1,Slicer Cucumber,36's,6p,$16.95 ,Nogales,45688Slicer Cucumber36's,176.0,6,pallet,pallet,Giumarra,Slicer Cucumber
1/31/2025,0,Slicer Cucumber,36's,5p,$8.00 ,Texas,45688Slicer Cucumber36's,176.0,5,pallet,pallet,sl,Slicer Cucumber
1/31/2025,0,Slicer Cucumber,24's,22p,$5.00 ,Texas,45688Slicer Cucumber24's,176.0,22,pallet,pallet,sl,Slicer Cucumber
1/31/2025,1,Roma Tomato,XL,144cs,$11.65 ,Nogales,45688Roma TomatoXL,176.0,144,case,case,Wholesum,Roma Tomato- XL
1/31/2025,1,Roma Tomato,Lg,284cs,$11.65 ,Nogales,45688Roma TomatoLg,176.0,284,case,case,Wholesum,Roma Tomato- XL
1/31/2025,1,Roma Tomato,Jbo,642cs,$11.65 ,Nogales,45688Roma TomatoJbo,176.0,642,case,case,Wholesum,Roma Tomato- XL
1/31/2025,0,Red Bell Pepper 25lb,XL,3P,$16.25 ,Texas,45688Red Bell Pepper 25lbXL,176.0,3,pallet,pallet,Harvest Best LLC,Red Bell Pepper 25lb
1/31/2025,1,Red Bell Pepper 11lb,XL,1P,$8.95 ,Nogales,45688Red Bell Pepper 11lbXL,176.0,1,pallet,pallet,Agriferg,Red Bell Pepper 11lb
1/31/2025,1,Red Bell Pepper 11lb,Lg,1P,$8.95 ,Nogales,45688Red Bell Pepper 11lbLg,176.0,1,pallet,pallet,Agriferg,Red Bell Pepper 11lb
1/31/2025,1,Red Bell Pepper 11lb,Jbo,12P,$5.00 ,Nogales,45688Red Bell Pepper 11lbJbo,176.0,12,pallet,pallet,Agriferg,Red Bell Pepper 11lb
1/31/2025,0,Red Bell Pepper 11lb,Jbo,900cs,$9.00 ,Texas,45688Red Bell Pepper 11lbJbo,176.0,900,case,case,Red Sun,Red Bell Pepper 11lb
1/31/2025,0,Pineapple,7ct,20p.  ,$13.50 ,Texas,45688Pineapple7ct,176.0,20,pallet,pallet,Tabafresh,Pineapple
1/31/2025,0,Pineapple,5ct,20p.  ,$13.75 ,Texas,45688Pineapple5ct,176.0,20,pallet,pallet,Tabafresh,Pineapple
1/31/2025,0,Persian Lime,230ct,5p,$27.00 ,Texas,45688Persian Lime230ct,176.0,5,pallet,pallet,Cardela,Persian Limes
1/31/2025,0,Persian Lime,200ct,5p,$29.00 ,Texas,45688Persian Lime200ct,176.0,5,pallet,pallet,Cardela,Persian Limes
1/31/2025,0,Persian Lime,175ct,5p,$29.00 ,Texas,45688Persian Lime175ct,176.0,5,pallet,pallet,Cardela,Persian Limes
1/31/2025,0,Persian Lime,150ct,5p,$28.00 ,Texas,45688Persian Lime150ct,176.0,5,pallet,pallet,Cardela,Persian Limes
1/31/2025,0,Persian Lime,110ct,5p,$27.00 ,Texas,45688Persian Lime110ct,176.0,5,pallet,pallet,Cardela,Persian Limes
1/31/2025,0,Persian Cucumber,Xfancy,5p,$26.95 ,Nogales,45688Persian CucumberXfancy,176.0,5,pallet,pallet,TRICAR,Persian Cucumber Choice
1/31/2025,0,Persian Cucumber,Med,5p,$24.95 ,Nogales,45688Persian CucumberMed,176.0,5,pallet,pallet,TRICAR,Persian Cucumber Choice
1/31/2025,0,Persian Cucumber,Fancy,7p,$26.95 ,Nogales,45688Persian CucumberFancy,176.0,7,pallet,pallet,TRICAR,Persian Cucumber Choice
1/31/2025,0,Orange Bell Pepper 25lb,XL,3P,$8.25 ,Texas,45688Orange Bell Pepper 25lbXL,176.0,3,pallet,pallet,Harvest Best LLC,Orange Bell Peppers XXLG
1/31/2025,1,Orange Bell Pepper 25lb,CH,2P,$8.00 ,Nogales,45688Orange Bell Pepper 25lbCH,176.0,2,pallet,pallet,Agriferg,Orange Bell Peppers XXLG
1/31/2025,0,Orange Bell Pepper 11lb,Jbo,700cs,$9.00 ,Texas,45688Orange Bell Pepper 11lbJbo,176.0,700,case,case,Red Sun,Orange Bell Peppers XXLG
1/31/2025,0,Mini Watermelons,9ct,4P,$10.00 ,Nogales,45688Mini Watermelons9ct,176.0,4,pallet,pallet,EarthBlend LLC,Mini Watermelon Seeded
1/31/2025,0,Mini Watermelons,8ct,4P,$12.00 ,Nogales,45688Mini Watermelons8ct,176.0,4,pallet,pallet,EarthBlend LLC,Mini Watermelon Seeded
1/31/2025,0,Mini Sweets,Bulk,5P,$18.00 ,Texas,45688Mini SweetsBulk,176.0,5,pallet,pallet,Franks,Mini Sweets
1/31/2025,0,Mini Sweets,12X1,5P,$8.00 ,Nogales,45688Mini Sweets12X1,176.0,5,pallet,pallet,Agriferg,Mini Sweets
1/31/2025,0,Jalapeño,XL,15P,$7.00 ,Nogales,45688JalapeñoXL,176.0,15,pallet,pallet,Agriferg,Jalapeño
1/31/2025,0,Honeydew,8ct,10P,$18.95 ,Nogales,45688Honeydew8ct,176.0,10,pallet,pallet,MAS MELONS,Honeydew
1/31/2025,0,Honeydew,6ct,20P,$20.95 ,Nogales,45688Honeydew6ct,176.0,20,pallet,pallet,MAS MELONS,Honeydew
1/31/2025,0,Honeydew,5ct,20P,$22.95 ,Nogales,45688Honeydew5ct,176.0,20,pallet,pallet,MAS MELONS,Honeydew
1/31/2025,0,Honeydew,4ct,1P,$22.95 ,Nogales,45688Honeydew4ct,176.0,1,pallet,pallet,MAS MELONS,Honeydew
1/31/2025,1,Heirloom,10 lb,10P,$8.00 ,Nogales,45688Heirloom10 lb,176.0,10,pallet,pallet,Covili,Heirloom
1/31/2025,0,Green Bell Pepper,XL,7P,$5.00 ,Nogales,45688Green Bell PepperXL,176.0,7,pallet,pallet,Agriferg,Green Bell Pepper
1/31/2025,0,Green Bell Pepper,Med,3P,$3.00 ,Nogales,45688Green Bell PepperMed,176.0,3,pallet,pallet,Agriferg,Green Bell Pepper
1/31/2025,0,Green Bell Pepper,Lg,4P,$5.00 ,Nogales,45688Green Bell PepperLg,176.0,4,pallet,pallet,Agriferg,Green Bell Pepper
1/31/2025,0,Green Bell Pepper,Jbo,9P,$5.00 ,Nogales,45688Green Bell PepperJbo,176.0,9,pallet,pallet,Agriferg,Green Bell Pepper
1/31/2025,0,Green Bell Pepper,CH,15P,$4.00 ,Nogales,45688Green Bell PepperCH,176.0,15,pallet,pallet,Agriferg,Green Bell Pepper
1/31/2025,1,Green Bell Pepper,CH,10P,$6.00 ,Nogales,45688Green Bell PepperCH,176.0,10,pallet,pallet,Agriferg,Green Bell Pepper
1/31/2025,0,Green Beans,#30,10P,$18.00 ,Nogales,45688Green Beans#30,176.0,10,pallet,pallet,Delta,Green Beans
1/31/2025,0,Gray Squash,Xfancy,2p,$12.00 ,Texas,45688Gray SquashXfancy,176.0,2,pallet,pallet,sl,Grey Squash
1/31/2025,0,Gray Squash,Med,6p,$12.00 ,Nogales,45688Gray SquashMed,176.0,6,pallet,pallet,SL,Grey Squash
1/31/2025,0,Gray Squash,med,15p,$12.00 ,Texas,45688Gray Squashmed,176.0,15,pallet,pallet,sl,Grey Squash
1/31/2025,0,Gray Squash,Fancy,8p,$16.95 ,Nogales,45688Gray SquashFancy,176.0,8,pallet,pallet,IPR Fresh,Grey Squash
1/31/2025,0,Gray Squash,Fancy,1p,$12.00 ,Texas,45688Gray SquashFancy,176.0,1,pallet,pallet,sl,Grey Squash
1/31/2025,1,Grape Tomato,12X1,657cs,8.95,Nogales,45688Grape Tomato12X1,176.0,657,case,case,Wholesum,Grape Tomato
1/31/2025,0,European Cucumber,Lg,10p,$2.95 ,Nogales,45688European CucumberLg,176.0,10,pallet,pallet,Farmers Best,Euro Cucumber
1/31/2025,0,European Cucumber,Lg,10p,$2.95 ,Texas,45688European CucumberLg,176.0,10,pallet,pallet,Farmers Best,Euro Cucumber
1/31/2025,1,European Cucumber,12 Med,7p,$14.95 ,Nogales,45688European Cucumber12 Med,176.0,7,pallet,pallet,Wholesum,Euro Cucumber
1/31/2025,0,European Cucumber,12 Med,15p,$1.95 ,Nogales,45688European Cucumber12 Med,176.0,15,pallet,pallet,Farmers Best,Euro Cucumber
1/31/2025,0,European Cucumber,12 Med,20p,$2.00 ,Nogales,45688European Cucumber12 Med,176.0,20,pallet,pallet,Delta,Euro Cucumber
1/31/2025,0,European Cucumber,12 Med,15p,$1.95 ,Texas,45688European Cucumber12 Med,176.0,15,pallet,pallet,Farmers Best,Euro Cucumber
1/31/2025,0,Celery ,24's,5P,$14.00 ,Texas,45688Celery 24's,176.0,5,pallet,pallet,Harvest Best LLC,Celery 
1/31/2025,0,Broccoli,,10P,$7.25 ,Texas,45688Broccoli,176.0,10,pallet,pallet,Harvest Best LLC,Broccoli
1/31/2025,0,Avocado,#60,3P,$54.00 ,Texas,45688Avocado#60,176.0,3,pallet,pallet,"Sweet Seasons, LLC.",Avocado
1/31/2025,0,Avocado,#48,3P,$65.00 ,Texas,45688Avocado#48,176.0,3,pallet,pallet,"Sweet Seasons, LLC.",Avocado
1/31/2025,0,Avocado,#40,5P,$69.00 ,Texas,45688Avocado#40,176.0,5,pallet,pallet,"Sweet Seasons, LLC.",Avocado
2/1/2025,1,Zucchini Squash,Xfancy,6p,$18.95 ,Nogales,45689Zucchini SquashXfancy,175.0,6,pallet,pallet,Wholesum,Zucchini Squash
2/1/2025,0,Zucchini Squash,Xfancy,20p,$8.00 ,Texas,45689Zucchini SquashXfancy,175.0,20,pallet,pallet,SL,Zucchini Squash
2/1/2025,0,Zucchini Squash,Med,10p,$4.00 ,Nogales,45689Zucchini SquashMed,175.0,10,pallet,pallet,sl,Zucchini Squash
2/1/2025,0,Zucchini Squash,Med,8p,$8.00 ,Texas,45689Zucchini SquashMed,175.0,8,pallet,pallet,sl,Zucchini Squash
2/1/2025,0,Zucchini Squash,Fancy,20p,$4.00 ,Nogales,45689Zucchini SquashFancy,175.0,20,pallet,pallet,SL,Zucchini Squash
2/1/2025,0,Zucchini Squash,Fancy,8p,$8.00 ,Texas,45689Zucchini SquashFancy,175.0,8,pallet,pallet,sl,Zucchini Squash
2/1/2025,0,Yellow Squash,Fancy,6p,$4.00 ,Nogales,45689Yellow SquashFancy,175.0,6,pallet,pallet,sl,Yellow Squash
2/1/2025,1,Yellow Bell Pepper 11lb,XL,4P,$8.95 ,Nogales,45689Yellow Bell Pepper 11lbXL,175.0,4,pallet,pallet,Agriferg,Yellow Bell Peppers XXXL
2/1/2025,0,Yellow Bell Pepper 11lb,XL,4P,$9.00 ,Texas,45689Yellow Bell Pepper 11lbXL,175.0,4,pallet,pallet,Red Sun,Yellow Bell Peppers XXXL
2/1/2025,0,Yellow Bell Pepper 11lb,Lg,1P,$9.00 ,Texas,45689Yellow Bell Pepper 11lbLg,175.0,1,pallet,pallet,Red Sun,Yellow Bell Peppers XXXL
2/1/2025,0,Yellow Bell Pepper 11lb,Jbo,4P,$9.00 ,Texas,45689Yellow Bell Pepper 11lbJbo,175.0,4,pallet,pallet,Red Sun,Yellow Bell Peppers XXXL
2/1/2025,0,Watermelons,60ct,12 Bins,$160.00 ,Nogales,45689Watermelons60ct,175.0,12,bin,bin,Agriferg,Watermelon Seed
2/1/2025,0,Watermelons,45ct,18 bins,$180.00 ,Nogales,45689Watermelons45ct,175.0,18,bin,bin,Agriferg,Watermelon Seed
2/1/2025,1,TOV,4 - 5,4P,$24.95 ,Nogales,45689TOV4 - 5,175.0,4,pallet,pallet,Wholesum,TOV
2/1/2025,0,Slicer Cucumber,Selecto,20p,$10.95 ,Nogales,45689Slicer CucumberSelecto,175.0,20,pallet,pallet,SL,Slicer Cucumber
2/1/2025,0,Slicer Cucumber,36's,7p,$6.00 ,Nogales,45689Slicer Cucumber36's,175.0,7,pallet,pallet,sl,Slicer Cucumber
2/1/2025,0,Slicer Cucumber,24's,20p,$4.00 ,Nogales,45689Slicer Cucumber24's,175.0,20,pallet,pallet,sl,Slicer Cucumber
2/1/2025,1,Roma Tomato,XL,20P,$8.30 ,Nogales,45689Roma TomatoXL,175.0,20,pallet,pallet,Kaliroy,Roma Tomato- XL
2/1/2025,1,Roma Tomato,Jbo,20P,$8.30 ,Nogales,45689Roma TomatoJbo,175.0,20,pallet,pallet,Kaliroy,Roma Tomato- XL
2/1/2025,0,Red Bell Pepper 11lb,XL,3P,$9.00 ,Texas,45689Red Bell Pepper 11lbXL,175.0,3,pallet,pallet,Red Sun,Red Bell Pepper 11lb
2/1/2025,1,Red Bell Pepper 11lb,Jbo,12P,$5.00 ,Nogales,45689Red Bell Pepper 11lbJbo,175.0,12,pallet,pallet,Agriferg,Red Bell Pepper 11lb
2/1/2025,0,Red Bell Pepper 11lb,Jbo,10P,$9.00 ,Texas,45689Red Bell Pepper 11lbJbo,175.0,10,pallet,pallet,Red Sun,Red Bell Pepper 11lb
2/1/2025,0,Persian Cucumber,Fancy,10p,$24.00 ,Nogales,45689Persian CucumberFancy,175.0,10,pallet,pallet,EarthBlend LLC,Persian Cucumber Choice
2/1/2025,1,Orange Bell Pepper 25lb,CH,2P,$8.00 ,Nogales,45689Orange Bell Pepper 25lbCH,175.0,2,pallet,pallet,Agriferg,Orange Bell Peppers XXLG
2/1/2025,1,Orange Bell Pepper 11lb,XL,4P,$16.95 ,Nogales,45689Orange Bell Pepper 11lbXL,175.0,4,pallet,pallet,Agriferg,Orange Bell Peppers XXLG
2/1/2025,1,Orange Bell Pepper 11lb,Lg,2P,$16.95 ,Nogales,45689Orange Bell Pepper 11lbLg,175.0,2,pallet,pallet,Agriferg,Orange Bell Peppers XXLG
2/1/2025,0,Orange Bell Pepper 11lb,Lg,3P,$9.00 ,Texas,45689Orange Bell Pepper 11lbLg,175.0,3,pallet,pallet,Red Sun,Orange Bell Peppers XXLG
2/1/2025,1,Orange Bell Pepper 11lb,Jbo,3P,$16.95 ,Nogales,45689Orange Bell Pepper 11lbJbo,175.0,3,pallet,pallet,Agriferg,Orange Bell Peppers XXLG
2/1/2025,0,Orange Bell Pepper 11lb,Jbo,10P,$9.00 ,Texas,45689Orange Bell Pepper 11lbJbo,175.0,10,pallet,pallet,Red Sun,Orange Bell Peppers XXLG
2/1/2025,0,Mini Sweets,12X1,5P,$12.95 ,Nogales,45689Mini Sweets12X1,175.0,5,pallet,pallet,Agriferg,Mini Sweets
2/1/2025,1,Heirloom,10 lb,6P,$7.70 ,Nogales,45689Heirloom10 lb,175.0,6,pallet,pallet,Trufresh,Heirloom
